date;title;link;summary;publishdate
2016年6月10日（金） ;芸人の家族が本当に好きな芸人は誰だ！？『芸人の家族がリアルに選んだ好きな芸人ＧＰ』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0061/;"
             嫁・母親・兄弟・子供など、芸人の“家族”に番組が緊急アンケートを実施！スタジオメンバー１５名を対象に、芸人としての面白さだけでなく、人としての魅力も含めた総合的な目線でランキングをしてもらった。 一番身近にいて、笑いを見る目にも長けている家族からの意見に、スタジオは騒然！「小物感が漂いすぎている。」「何をしたいのかわからない。」厳しいダメ出しに芸人たちが凍りつく！ そして、家族からの裏切りも勃発！！家族が、自分ではなく他の芸人に投票するという屈辱に耐えられない芸人が続出！さらに渦中の安村には、嫁から痛烈な一言も！？ 矢作がキレる！有吉が睨む！フジモンが泣く！？久しぶりに大荒れのスタジオ！！果たして、芸人の家族に最も好かれている芸人は誰なのか！？そして、芸人の家族に最も嫌われている芸人は一体！？出演：ロンドンブーツ1号2号、有吉弘行／あばれる君、おぎやはぎ、狩野英孝、カンニング竹山、後藤輝基（フットボールアワー）、品川祐（品川庄司）、田中卓志（アンガールズ）、千原ジュニア（千原兄弟）、とにかく明るい安村、永野、藤本敏史（FUJIWARA）、山崎弘也（アンタッチャブル）、礼二（中川家）/青山愛（テレビ朝日アナウンサー）　[50音順]
             ";2016-06-10
2016年5月27日（金） ;女装男子vsオネエvs女芸人、見た目だけの美のガチバトル！『見た目ビューティーカップ』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0058/;"
             女芸人、オネエ、女性に変身した男芸人の中で、誰が一番顔が美しいかを、何も知らない外国人男性に、見た目だけで選んでもらう！これまで全７回大会での成績は、男芸人チーム４勝、女芸人チーム２勝、オネエチーム１勝。男芸人チームが最多勝を誇るが、本当の女として絶対に負けられない女芸人チームと、美しさなら自信満々のオネエチームが今回こそはと闘志を燃やす！まだ１度しか優勝経験がないオネエチームは、回を増すごとに女性に近づくKABA.ちゃんや、リーダーIKKOが美に対する究極のこだわりを見せつける！新メンバーに、おかずクラブ・オカリナと、横澤夏子を迎え、気合い十分の女芸人チーム！オアシズ大久保は“未亡人”をテーマに大人の色気で勝負に出る！これまで最多優勝、そして前回チャンピオンの男芸人チームは、久々にゴト子（フット後藤）が参戦！！さらに、はんにゃ金田、ピース綾部の強力メンバーに加え、秘密兵器トレンディ斎藤を投入！直前まで顔をさらさない秘策を繰り出し、連覇を目指す！そして、謎の人物乱入やMC側のザキ子も大暴れ！果たして、外国人男性から選ばれ、激戦を制したのはどのチームだ！？ 出演：ロンドンブーツ1号2号/山崎弘也（アンタッチャブル）【男芸人チーム】綾部祐二（ピース）、カズレーザー（メイプル超合金）、金田哲（はんにゃ）、後藤輝基（フットボールアワー）、斎藤司（トレンディエンジェル）【女芸人チーム】いとうあさこ、大久保佳代子（オアシズ）、オカリナ（おかずクラブ）、バービー（フォーリンラブ）、横澤夏子【オネエチーム】IKKO、KABA.ちゃん、はるな愛、ブルボンヌ、ミッツ・マングローブほか[50音順]AbemaTV開局記念「50TAプレミアムLIVE in JAPAN」5月19日にEXシアター六本木で行われた、50TAプレミアムLIVEの様子を一部、特別公開！！ノコギリガールで幕を開けたライブに、1200人の観客は大熱狂！過去の名曲から、春SP台湾ライブで披露した新曲「Over the rainbow」まで全14曲を熱唱！生配信でも延べ60万人以上が視聴したプレミアムLIVE、TVの前の男子~女子~も一緒に盛り上がろう！！出演：狩野英孝
             ";2016-05-27
2016年5月20日（金） ;おデブが一体どれだけご飯を食べているのか覗き見で検証！『しあわせ!!食いしん坊おデブＧＰ』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0056/;"
             大好評だった「動けるおデブ女王決定戦」に続き、おデブちゃんたちが再び登場！今回はおデブちゃんの食べっぷりに注目する!体重98キロ、渡辺直美の一日の食生活に密着！移動中にも！仕事中にも！合間さえ有れば食べまくる様子に一同驚愕！食べ方もハンパない！口を大きく開けて食らいつく姿を出川が実践でスタジオ大爆笑！ 動けるおデブ女王・信江勇には、前代未聞の面白ドッキリを敢行！ステーキ屋さんにて仕事の打合せ中に、周りの席からやたらと美味しそうな匂いが漂ってきたら？のぶえちゃんの面白リアクションを見逃すな！ そして、食いしん坊の新星が登場！アイドルなのにこんなに食べるの？仰天食生活が明らかに！さらにスタジオでは、おデブおすすめの食い合わせ術を公開！ステーキ×□□□カレーライス×△△△有吉・大吉・ジュニア達が試食するもモンゼツ！最後は、スタジオでおデブちゃんたちが大好きなブッフェを開催！見てるだけでお腹いっぱいになるよ! 出演：ロンドンブーツ1号2号、有吉弘行／江上敬子（ニッチェ）、大橋ミチ子（Pottya）、おかずクラブ、信江勇、バービー（フォーリンラブ）、渡辺直美／鈴木奈々、千原ジュニア（千原兄弟）、出川哲朗、博多大吉（博多華丸・大吉）　[50音順]
             ";2016-05-20
2016年5月13日（金） ;『MUSIC-1グランプリ』『今旬タレントにドッキリ　どんなタレントかもっと知ろう』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0054/;"
             オリラジに続け！音ネタの祭典ここに開催！『MUSIC-1グランプリ』 オリエンタルラジオがRADIO FISHとして音楽界を席巻した昨今…音ネタに自信がある芸人たちにもそのチャンスを！ということで、ド派手なステージをロンハーが用意！芸人たちがミュージシャン顔負けのパフォーマンスを披露する！森三中・黒沢の迫力の歌声とダンスを見逃すな！！狩野英孝は50TAの新曲を書き下ろし！今回はなんとヒーローもの！永野は生バンドを従えて「ラッセンがすっきー！」を大熱唱！さらには「イワシになったとこみてあげてー！」もおしゃれコーラスと共に歌い上げる！！ロバートの独特の世界観に有吉・ザキヤマも引き込まれる…！？もちろん最後は、オリラジ率いるRADIO FISHも登場！「PERFECT HUMAN」をロンハー特別バージョンで披露！芸人たちのマジ歌に指原・ＹＯＵも大興奮！笑ってノれる！最高の舞台をお楽しみあれ！！【出演】ロンドンブーツ1号2号、有吉弘行／カンニング竹山、後藤輝基(フットボールアワー)、指原莉乃(HKT48)、山崎弘也(アンタッチャブル)、ＹＯＵ／オリエンタルラジオ、狩野英孝、黒沢かずこ(森三中)、永野、ロバート　[50音順]『今旬タレントにドッキリ　どんなタレントかもっと知ろう』今回は、もし職務質問を受けたらどうなる？というドッキリ！ターゲットは今旬タレント永野。職務質問を受け、執拗に問い詰められたら永野はどうする！？カバンの中から信じられないものが出てきて焦りまくる！緊迫の表情から、爆笑の発言まで一瞬たりとも見逃せない！ゲストの栗山千明も大爆笑のドッキリ乞うご期待！【出演】ロンドンブーツ1号2号、有吉弘行／斎藤司（トレンディエンジェル）、ジャガーズ、永野、ナダル（コロコロチキチキペッパーズ）、ノブ(千鳥)、平井“ファラオ”光（馬鹿よ貴方は）、りゅうちぇる／舟山久美子、山崎弘也(アンタッチャブル)／栗山千明　[50音順]
             ";2016-05-13
2016年5月6日（金） ;『淳が泊まってジャッジ！ホントはイイ女GP　特別編』『動けるおデブ女王決定戦　番外編』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0052/;"
              謎の女の家に淳が１泊！ホントにイイ女はどっちだ！？『淳が泊まってジャッジ！ホントはイイ女GP　特別編』本当にイイ女かどうかは家に１泊すればわかる！淳が女性芸能人の自宅に泊まり、誰がイイ女かを検証する人気企画が特別バージョンで緊急開催！今回は、謎の美女・祥子と、謎のオネエ・GENKINGの家に淳がお泊まり！そして今回から、真の女子力をチェックするため、料理はその場で食べたいものをオーダー。謎の女たちはどう対応するのか？さらに、特別ゲストが途中参戦し、淳と一緒にその手料理を審査！！GENKINGの家には、イイ女GP歴代No.1の光浦と森三中・黒沢が！祥子の家には、なんと有吉とおぎやはぎ小木が！この口うるさいゲストの乱入で、女たちはどうする！？朝までロケで、“謎の女”の本当の姿が明かされる！！出演：ロンドンブーツ1号2号、有吉弘行 ／ＧＥＮＫＩＮＧ、祥子／小木博明(おぎやはぎ) 、黒沢かずこ（森三中）、小島瑠璃子、小林豊、光浦靖子(オアシズ) 、山崎弘也(アンタッチャブル) 　[50音順]動けるおデブ2代目女王・信江勇の大挑戦！『動けるおデブ女王決定戦　番外編』 先日の放送で大好評だった動けるおデブ女王決定戦！そこで、2代目女王に輝いた信江勇が様々な競技にチャレンジ！！ダブルダッチ、竹馬、ボーリング…奇跡の体型・信江勇は一体どこまで動けるのか！？動けるおデブ信江ちゃんから目が離せない！！また、動けるおデブ界に新風を巻き起こすべく新人発掘を敢行！この体重でこんなに動けるのはなぜ！？新人おデブちゃんたちも跳ねて！踊って！見せまくる！出演：ロンドンブーツ1号2号、有吉弘行／安藤なつ（メイプル超合金）、江上敬子（ニッチェ）、おかずクラブ、黒沢かずこ（森三中）、バービー（フォーリンラブ）、信江勇、ゆりやんレトリィバァ／堀田茜、山崎弘也（アンタッチャブル）/成宮寛貴　[50音順]
             ";2016-05-06
2016年4月29日（金） ;今旬タレントの素顔をドッキリで検証！『今旬タレントにドッキリ　どんなタレントかもっと知ろう』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0050/;"
             ここ最近、テレビで見ない日はない！という今旬な売れっ子タレントたちにドッキリを敢行！彼らが本当はどんな人なのかを、そのリアクションで検証する！！ りゅうちぇるはどれだけ怖がりかお化け屋敷で検証！入口から大騒ぎするりゅうちぇるだが、最後に待ち受けるアノ仕掛けで、スタジオメンバー大爆笑のリアクションが！ロンハー初登場の加藤諒には人間性を試すドッキリを！目の前に困っている人がいたらどう対応する！？お化け屋敷ドッキリも敢行で意外な素顔が明らかに！コロチキ・ナダルには無茶ぶりドッキリ！ウソのナレーションの仕事で、ディレクターから無理難題を言われたらどう対応する！？永野と馬鹿よ貴方は・ファラオ、そして今旬タレントかはビミョ～な千鳥ノブには逆ドッキリ！自分が仕掛け人だと思っていたら、逆に自分がターゲットだった…！驚きの表情は必見！！さらに薄毛芸人・トレンディ斎藤の美容室での様子を隠し撮り！斎藤さんって美容室行くんですか…？という皆さんの素朴な疑問を解決！薄毛なりの髪に対するこだわりも飛び出す！！ジャニーズJr.のあるあるものまねで人気急上昇中のジャガーズも初登場！スタジオでネタを披露するも、すぐさまパクるザキヤマ！！今旬タレントたちの予想外のリアクションにスペシャルゲストの栗山千明や有吉も大爆笑！！金曜日は笑って締めよう！【出演】ロンドンブーツ1号2号、有吉弘行／阿佐ヶ谷姉妹、加藤諒、斎藤司（トレンディエンジェル）、ジャガーズ、永野、ナダル（コロコロチキチキペッパーズ）、ノブ(千鳥)、平井“ファラオ”光（馬鹿よ貴方は）、りゅうちぇる／舟山久美子、山崎弘也(アンタッチャブル)／栗山千明ほか　[50音順]
             ";2016-04-29
2016年4月22日（金） ;人気芸能人たちがミラクルショットを連発！『奇跡の１枚』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0048/;"
             一流のカメラマン、メイク、スタイリストの技術を駆使して「奇跡の1枚」を撮影！個性派新メンバーも続々参戦で、今回も奇跡のクール＆ビューティー＆セクシーショットが飛び出す！ モデル・藤田ニコルがいつもとは全く違うオンナに大変身！？キモ芸人・永野がまさかの爽やかイケメンに！？りゅうちぇるは奇跡の1枚史上初の変身プランに挑戦で、スタジオ騒然！！最年長・50歳の松本明子も一同衝撃のミラクルショットを見せる！！薄毛芸人のトレンディ斎藤、アンガ田中、フット岩尾は奇跡を起こせたか！？久々参戦のフット後藤や、オカリナ＆横澤夏子の同期女芸人にも注目！！ゲストのChayもびっくりの合計撮影枚数3万944枚！超ミラクル変身から爆笑の問題作品まで、数々のドラマが生まれる！！出演：ロンドンブーツ1号2号／安藤美姫、オカリナ(おかずクラブ)、斎藤司(トレンディエンジェル)、田中卓志(アンガールズ)、椿鬼奴、永野、藤田ニコル、フットボールアワー、松本明子、横澤夏子、りゅうちぇる／Chay、藤本敏史(FUJIWARA)　[50音順]
             ";2016-04-22
2016年4月15日（金） ;芸能界一動けるおデブ女は誰だ？『動けるおデブ女王決定戦』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0047/;"
             平均体重88ｋｇ！10名のぽっちゃり女性芸能人たちが様々な競技に挑戦し、誰が一番動けるおデブかを決定！強豪新メンバーも参戦で、おデブちゃんたちが跳ねて！回って！見せまくる！ この体重でこんなに動けるのはなぜ！？渡辺直美がおデブダンスバトルでキレッキレのダンスを披露！体重130kg！超重量級の新人メイプル超合金・安藤なつがトランポリンを華麗に舞う！？動けるおデブ初代王者バービーの珍特技にザキヤマも驚愕！！ハリセン近藤春菜と奇跡の体型・信江勇が競歩で対決！デッドヒートの末に勝ったのは！？ さらに、予想を裏切らないおデブならではのハプニングも！？ヘビー級の珍プレー連発の中、淳とスペシャルゲスト成宮くんも急きょ参戦！？果たして、動けるおデブ女王No.1に選ばれたのは一体！？出演：ロンドンブーツ1号2号、有吉弘行／安藤なつ（メイプル超合金）、江上敬子（ニッチェ）、おかずクラブ、黒沢かずこ（森三中）、近藤春菜（ハリセンボン）、バービー（フォーリンラブ）、信江勇、ゆりやんレトリィバァ、渡辺直美／堀田茜、山崎弘也（アンタッチャブル）/成宮寛貴　[50音順]
             ";2016-04-15
2016年4月8日（金） ;『金曜お引越し記念・ドッキリスター狩野英孝ｉｎ台湾』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0043/;"
             4月8日（金）19：00～23：09放送　金曜★ロンドンハーツ＆アメトーーーーク!姉妹番組4時間SP!!あの50TAが帰ってくる！！台湾を舞台に大スタードッキリを敢行！！『金曜お引越し記念・ドッキリスター狩野英孝ｉｎ台湾』金曜★ロンドンハーツの記念すべき一発目は…50TA！！今まで数々の伝説を残してきたあのカン違い男が、今回もドッキリの歴史を塗り替える！！50TA復活の舞台はなんと台湾！今回は、ロンドンハーツもO.Aされている台湾からLIVEのオファーがやってきたという海を渡った大型ドッキリ！どこへ行っても熱烈な歓迎を受ける50TA。空港ではハリウッドスター級の出待ちのファン、分刻みの取材など、大スター扱いを受けまくり、カン違いを連発！！ラストは仕掛け人700人の観客が待つLIVE会場へ！新曲や最新の舞台演出も披露し、大フィーバーの50TAだが…最後に待ち受ける衝撃の展開とは！？ 50TAの魂は海を越える！？金曜の夜は笑い倒して、楽しい週末を迎えよう！！出演：ロンドンブーツ1号2号、狩野英孝／安藤美姫、藤本敏史（FUJIWARA）、益若つばさ、渡辺直美[50音順]金曜★ロンドンハーツ＆アメトーーーーク!姉妹番組4時間SP!!http://www.tv-asahi.co.jp/ame-lh_sp/
             ";2016-04-08
2016年3月8日（火） ;北川景子＆有村架純はどれだけの芸人の名前を知ってる！？;https://www.tv-asahi.co.jp/londonhearts/backnumber/0038/;"
             『出て来いオレの名前〜アノ人の何番目芸人〜』

男性芸人の名前は、世の中にどれだけ浸透しているのか？
有名女性ゲストのもとをスタッフが訪れ、何の番組かは言わずに、いきなり「思いつくだけ男性芸人の名前を挙げてください」という質問をし、グループ名ではなく芸人の個人名を答えてもらう！
今回、その質問に答えてくれるのは、人気女優の北川景子＆有村架純！
憧れの女性が自分の名前を知ってくれていたら嬉しいが、逆に、最後まで名前が出てこなかったら、テレビに出てる人間としてはかなりツライ・・・。
「出てこい俺の名前！！」
多くの芸人が祈る中、果たして人気女優たちは、どれだけ芸人の名前を知ってくれているのか！？
また、同じ芸能界にいながら名前を知られていない悲惨な芸人は誰だ！？

出演：ロンドンブーツ1号2号、有吉弘行／アンガールズ、ウーマンラッシュアワー、カンニング竹山、木下隆行(TKO)、千鳥、トレンディエンジェル、NON STYLE、ハマカーン、FUJIWARA、平成ノブシコブシ、山崎弘也 (アンタッチャブル)、我が家／有村架純、北川景子[50音順]
             ";2016-03-08
2016年2月23日（火） ;辛口審査員が厳しいダメ出し！オンナの私服ガチンコバトル！;https://www.tv-asahi.co.jp/londonhearts/backnumber/0037/;"
             『私服センスなしオンナ　ナンバー1決定トーナメント』

女性芸能人としてはファッションセンスが無いとは言われたくない！
番組から事前に渡されたテーマに沿って、女性芸能人たちが私服を披露。
2人1組の対戦が行われ、よりセンスの悪いオンナが負け残っていく恐怖の逆トーナメント戦！
「一緒にいる男の価値が下がる！」
「自分の弱点をさらけ出すファッション！」
辛口審査員長・センス小木やパリコレモデル栗原類が、オシャレ気取りのオンナたちを斬る！
注目の1回戦は・・・ 
いつもユニフォーム姿の片岡監督と、ぶちゃカワ系おかずクラブ・オカリナの対戦！私服のイメージがあまりない2人の対決に審査員も困惑！？
AKB48の横山由依は、ハーフタレント・春香クリスティーンと対決！毎月おしゃれ雑誌をまとめ買いするという横山は、総監督としてAKB48の名を守れるか！？
そしてプロスケーターの安藤美姫がロンハー初参戦！氷上では華麗に舞う安藤も、「オリンピックでもかいたことのない汗がでる・・・」とド緊張！
もはやこのコーナーのレギュラーと言っても過言ではない、大久保佳代子は「男にモテたい春ファッション」というテーマでMAX・NANAとアラフォーバトル！
８人中７人が新メンバーで、対決は大混戦を極める！！
果たして、屈辱のチャンプになってしまうのは一体！？出演：ロンドンブーツ1号2号、有吉弘行／梅宮アンナ、大石参月、小木博明（おぎやはぎ）、栗原類、益若つばさ／安藤美姫、大久保佳代子（オアシズ）、オカリナ（おかずクラブ）、片岡安祐美、NANA（MAX）、春香クリスティーン、横山由依（AKB48）、弘中綾香（テレビ朝日アナウンサー）　[50音順]
             ";2016-02-23
2016年2月21日（日） ;華麗なるドッキリの祭典が初開催！;https://www.tv-asahi.co.jp/londonhearts/backnumber/0036/;"
             『ロンドンハーツPresents　輝く！日本ドッキリスター大賞』

17年間ドッキリをかけ続けてきたロンドンハーツが送る、華やかなドッキリの祭典がここに開催！！
部門ごとに最優秀賞が選ばれ、最後には最優秀日本ドッキリスター大賞が選ばれる！
栄えある第一回目の大賞を手にし、ドッキリスターとして時代に名を刻むのは一体誰だ！？

【部門紹介】
「優秀落とし穴部門」
様々なシチュエーションで、ターゲットたちが美しく、華麗に落下！！
人気急上昇中のピン芸人・永野や、女優、モー娘。OG、元プロ野球選手まで、総勢９組がノミネート！４Ｋスーパースロー映像で捉えられる落下映像は面白すぎて腹筋崩壊！
また、数々の名シーンが生まれた歴代の落とし穴名作集も放送！

「優秀ビショ濡れ部門」
天才クジラがピンポイントでターゲットをビショ濡れにする！！強烈な水しぶきにいったいどんな反応を！？こちらは、おかずクラブ・オカリナ、ＤＪ ＫＯＯらがノミネート！

「優秀ペアドッキリ部門」
突然密室に閉じ込められたターゲット・ぺこ＆りゅうちぇる。するとそこに投げ込まれた風船がどんどん膨らんでいく！
その状況に２人の反応は！？果たしてりゅうちぇるはぺこを守ることができるのか？そして破裂を回避することはできるのか？

「優秀功労部門」
長年に亘りロンドンハーツにおけるドッキリに大きな貢献をした者がノミネートされるこの部門。こちらには狩野英孝とパンサー尾形がノミネート！
最近世間を賑わせている狩野には、予告ドッキリを敢行！「一日狩野の事を汚します」と宣言されて戦々恐々の狩野に待ち受ける数々の汚しドッキリとは！？緻密に計算された仕掛けから、超大がかりなものまで、とにかく笑えます！！
パンサー尾形には結婚式の司会をドッキリで依頼！そこで待つ様々な仕掛けにテンパリまくり！！いつだって一生懸命な全力男の運命は！？

「優秀ガンバリ屋仕掛け人　ＩＫＫＯ部門」
「優秀ガンバリ屋仕掛け人　蛭子部門」
普段、どちらかというと騙される側のイメージが強いＩＫＫＯと蛭子。そんな２人が仕掛け人となりターゲットたちにドッキリを！
ＩＫＫＯはお化け屋敷でお化けに扮し、ターゲットたちを脅かす！果たしてバレずにできるか？
蛭子は幼稚園児やマネキンなどに変装し、ターゲットに近付きパイ投げを！果たして、うまく顔に命中できるか！？

「優秀ダメ人間部門」
笑いを取るか？金を獲るか？偽○×クイズ番組で検証！！
嘘のクイズ番組に呼ばれたトレンディエンジェル・斎藤。だが、ひょんな事からクイズの答えを全て知ってしまう。
クイズは○×形式。正しいと思う方に走ってダイブ。正解ならばそこにはマットが敷いてあるが、不正解ならば粉まみれ。
芸人として笑いを取るなら、不正解に向かってダイブするはず。果たして斎藤はどうする！？

ドッキリのプロ集団が作る真のドッキリに有吉＆ザキヤマも仰天！
超豪華スターたちが紡ぎ出すドッキリの名作品たちを、とくとご覧あれ！！

【出演】ロンドンブーツ1号2号、有吉弘行／飯窪春菜（モーニング娘。’16）、井上裕介（NON STYLE）、尾形貴弘（パンサー）、狩野英孝、斎藤司（トレンディエンジェル）、ダレノガレ明美、ＤＪ ＫＯＯ、永野、信江勇、ぺこ、りゅうちぇる／川田裕美、夏菜、山崎弘也（アンタッチャブル）ほか　[50音順]
             ";2016-02-21
2016年2月16日（火） ;芸能人のマジ恋愛を応援！！;https://www.tv-asahi.co.jp/londonhearts/backnumber/0035/;"
             『背中を押します！！ほっとけない恋愛事情』

今までの恋愛の中で、心残りだったことありませんか？
今一歩踏み出せずに、後悔したことありませんか？
そんな、恋愛に対してどうしたらいいか分からず悩んでいるであろう芸能人たちを後押ししてあげようという恋愛応援企画！
バレンタインデーが近いこの日は、4名の女性芸能人が本気で想いを告げる！！

ピュアな心が邪魔して好きだと言えない！？おかずクラブ・ゆいＰが意を決して告白！
実は意外と恋に奥手な渡辺直美が、ＳＮＳで「好きな人」と公言した彼にちゃんと想いを伝えられるか！？
何度フラれてもこの人が好き・・・一途に思い続ける女芸人Ｓの背中を後押し！！
グラドルＴが気になる彼は、スタジオメンバーも驚きのアノ芸人！？

それぞれのお相手がスタジオに顔出し登場！
恋愛サポーターたちの後押しを受けて女性芸能人たちがマジ告白！！
果たしてその結末は！？

出演：ロンドンブーツ1号2号、有吉弘行／誠子（尼神インター）、手島優、ゆいＰ（おかずクラブ）、渡辺直美／オカリナ（おかずクラブ）、小川暖奈（スパイク）、おのののか、狩野英孝、白鳥久美子（たんぽぽ）、千鳥、藤本敏史（FUJIWARA）、益若つばさ、ゆりやんレトリィバァ、ほか　[50音順]
             ";2016-02-16
2016年2月9日（火） ;"狩野英孝と恋人宣言の女性・加藤紗里が2ショット出演!!
淳のお泊まり自宅チェック！禁断のオネエバージョン初開催！";https://www.tv-asahi.co.jp/londonhearts/backnumber/0034/;"
             『緊急！三角関係騒動の狩野英孝が事の真相を今夜ロンハーで語る！』

今、世間を賑わせている狩野英孝。彼女が出来たのは本当なのか？二股は事実なのか？ロンドンハーツで事の真相を語る！
そしてあの恋人宣言の女性・加藤紗里も登場！！
世間に代わって淳や有吉が追及！！
いったいどうなる！？

出演：ロンドンブーツ1号2号、有吉弘行／加藤紗里、狩野英孝、舟山久美子 [50音順]

『淳が泊まってジャッジ！ホントはイイ女GPオネエ版』

本当にイイ女かどうかは家に一泊すればわかる！
淳が女性芸能人の自宅に泊まり、本当は誰がイイ女かを検証する人気企画が、オネエバージョンとして初開催！
辛口ジャッジマン淳がくまなく部屋をチェック。そして手料理、入浴、お泊りに至るまでを厳しく審査。
朝までロケで、オネエたちの本当の姿が明かされる！！
今回淳がチェックしたオネエは・・・
オネエ界期待の新星・ゆしん、オネエ初のグラビアアイドル・たけうち亜美、そして化粧品会社社長兼ダンサーの顔を持つ七星結女の3名！
女性も見習いたい・・・ゆしんのオリジナリティ溢れる手料理！
オネエグラドルたけうち亜美の衝撃部屋にスタジオ騒然！
ここまで気遣える！？オネエ社長七星結女の上級もてなし術！
女よりも女らしい、オネエたちのおもてなしに淳も大絶賛！
しかし、こんな所はやっぱり男と思う一面も？
さらに彼女たちの男時代のマル秘写真も大公開！
果たして、最もイイ女＆ダメな女に選ばれたのは一体誰だ！？

出演：ロンドンブーツ1号2号、有吉弘行／たけうち亜美、七星結女、ゆしん／鈴木奈々、はるな愛、山崎弘也（アンタッチャブル） [50音順]
             ";2016-02-09
2016年2月2日（火） ;"7人の美女 VS 8人のブ男！
15名の究極恋愛シミュレーション！";https://www.tv-asahi.co.jp/londonhearts/backnumber/0033/;"
             『ラブマゲドン』

「もしも地球上にこの男女15人しかいなかったら、子孫を残すためにアナタは誰と関係を持ちますか？」
というテーマをもとに、フィーリングカップル方式で相手を選んでいく恋愛実験企画！色々な番組で一緒になる共演者同士だから、カップルになったら恥ずかしいけど嬉しい・・・でも、フラれたらリアルにへこむし、最後まで取り残されたら最大の恥！

今回は、モー娘。OGや現役CanCamモデルが参戦！
それを待ち受けるのはナルシストや薄毛の男たち！
「フラれるのって恥ずかしい・・・」
「ほんとに傷つく・・・」
美女にこんなことを言わせるモテるブ男は誰だ！？
そして、最後の1人に残ってしまう悲惨なヤツとは一体！？
赤面必至・・・男女のプライドをかけた恋愛サバイバルが幕を開ける！

出演：【MC】ロンドンブーツ1号2号、有吉弘行
【男性出演者】井上裕介（NON STYLE）、狩野英孝、カンニング竹山、斉藤慎二（ジャングルポケット）、斎藤司（トレンディエンジェル）、高橋茂雄（サバンナ）、田中卓志（アンガールズ）、塚地武雅（ドランクドラゴン）
【女性出演者】石川梨華、祥子、スザンヌ、新山千春、堀田茜、益若つばさ、森下悠里　[50音順]
             ";2016-02-02
2016年1月26日（火） ;年に1度の壮大なドッキリプロジェクト大公開！;https://www.tv-asahi.co.jp/londonhearts/backnumber/0032/;"
             『アンガールズ田中とパンサー尾形に1年間毎月ドッキリかけてましたSP』

2015年の1年間、アンガールズ田中とパンサー尾形に毎月ドッキリを仕掛け続けた集大成をついに発表！
アンガ田中には動物ドッキリ・・・
パンサー尾形には臭いドッキリを毎月交互に敢行！
総カメラ台数103台の一大プロジェクト！
ヘッドマッサージのエステティシャンが、突然サルに代わったら・・・！？
歯科衛生士の息が、びっくりするほど臭かったら・・・！？
いろんな角度からやって来るドッキリに田中と尾形が振り回される！
さらに特別編として、昨年のM-1ファイナリスト、メイプル超合金・カズレーザーと、馬鹿よ貴方は・平井“ファラオ”光にもお見舞い！
予想も出来ないドッキリスター達のリアクションに、スタジオの有吉&ザキヤマも大爆笑！
ラストは必見・・・、リアル4Dドッキリ！かつてない仕掛けをロンハーがついに実現！
大笑いして、寒さを吹っ飛ばそう！

出演：ロンドンブーツ1号2号、有吉弘行／尾形貴弘（パンサー）、鈴木奈々、すみれ、田中卓志（アンガールズ）、ノブ（千鳥）、東国原英夫、山崎弘也（アンタッチャブル）／カズレーザー（メイプル超合金）、平井“ファラオ”光（馬鹿よ貴方は）[50音順]
             ";2016-01-26
2016年1月19日（火） ;2016年最悪な運勢の女は誰だ！？;https://www.tv-asahi.co.jp/londonhearts/backnumber/0031/;"
             『気を付けろ2016年　オマエは運が悪い女GP』

超有名占い師5人に女性芸能人たちの2016年の運勢を見てもらい、それをランキング形式で発表！
驚異の的中率を誇る日本の占い界を代表する占い師たちに、世間を騒がせた女たちが斬られまくる！
その占い師とは・・・
手相芸人・島田秀平、顔相学・岡井浄幸、ラスト陰陽師・橋本京明、占星術・ステラ薫子、芸能界最強占い師・ゲッターズ飯田。
「モテ期が来る！」
「大きな仕事が決まる！」
「事故に遭う！」
「変な男に引っかかる！」
2016年の恋愛運、仕事運、金運など、様々な角度から指摘される鑑定結果・・・
三船美佳、熊切あさ美、益若つばさ・・・、昨年世間を騒がせたオンナたちは、今年どうなる！？
果たして、2016年最も運勢が良い女、悪い女に選ばれたのは！？
また、有吉や淳の運勢も鑑定！昨年は芸人結婚ラッシュだったが、果たして有吉の結婚運は！？
みなさんもTVの前で自分の運勢をチェックしながらみてね！

出演：ロンドンブーツ1号2号、有吉弘行／磯山さやか、オアシズ、KABA.ちゃん、熊切あさ美、黒沢かずこ（森三中）、ダレノガレ明美、遠野なぎこ、友近、信江勇、ハリセンボン、ぺこ、益若つばさ、三船美佳／藤本敏史（FUJIWARA）　 [50音順]
             ";2016-01-19
